arcsinh_cutoff=3_num_outliers_total	arcsinh_cutoff=3_num_outliers_x	arcsinh_cutoff=3_num_outliers_y	arcsinh_cutoff=4_num_outliers_total	arcsinh_cutoff=4_num_outliers_x	arcsinh_cutoff=4_num_outliers_y	arcsinh_cutoff=5_num_outliers_total	arcsinh_cutoff=5_num_outliers_x	arcsinh_cutoff=5_num_outliers_y	cell_type	condition	fcs_filename	file_origin	marker_x	marker_y	no-arcsinh_cutoff=3_num_outliers_total	no-arcsinh_cutoff=3_num_outliers_x	no-arcsinh_cutoff=3_num_outliers_y	no-arcsinh_cutoff=4_num_outliers_total	no-arcsinh_cutoff=4_num_outliers_x	no-arcsinh_cutoff=4_num_outliers_y	no-arcsinh_cutoff=5_num_outliers_total	no-arcsinh_cutoff=5_num_outliers_x	no-arcsinh_cutoff=5_num_outliers_y	num_of_cells	with_outliers_arcsinh_DREMI_score	with_outliers_no-arcsinh_DREMI_score	wo_outliers_arcsinh_cutoff=3_std_DREMI_score	wo_outliers_arcsinh_cutoff=4_std_DREMI_score	wo_outliers_arcsinh_cutoff=5_std_DREMI_score	wo_outliers_no-arcsinh_cutoff=3_std_DREMI_score	wo_outliers_no-arcsinh_cutoff=4_std_DREMI_score	wo_outliers_no-arcsinh_cutoff=5_std_DREMI_score
53	1	53	3	0	3	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	142Nd_cCaspase 3	501	254	266	332	159	182	223	104	122	16935	0.199611715	0.428900148	0.176205263	0.199667224	-	0.105285015	0.084082303	0.085242522
27	1	26	11	0	11	4	0	4	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	143Nd_C-MYC	297	254	46	186	159	28	125	104	21	16935	0.152233037	0.400496928	0.131748112	0.142375578	0.144529637	0.102183058	0.089336366	0.082639158
5	1	4	1	0	1	1	0	1	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	144Nd_pMEK1_2	392	254	144	202	159	44	122	104	18	16935	0.144848672	0.419348763	0.13840991	0.142511	0.142511	0.108984907	0.093828212	0.085140535
23	1	22	1	0	1	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	146Nd_pMKK4_SEK1	486	254	241	274	159	120	167	104	66	16935	0.189905683	0.395566291	0.173986287	0.180130034	-	0.111359897	0.097539714	0.088541346
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	147Sm_pBTK1	547	254	306	290	159	133	156	104	52	16935	0.177739494	0.27135036	0.178417093	-	-	0.102906288	0.085921591	0.085088358
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	148Nd_pSRC	554	254	312	281	159	124	158	104	54	16935	0.156503077	0.239948634	0.156031779	-	-	0.103761679	0.08808779	0.09007091
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	149Sm_p4E-BP1	528	254	312	268	159	124	159	104	61	16935	0.299264658	0.214916006	0.307983792	-	-	0.191228637	0.182013217	0.186715332
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	150Nd_pRB	496	254	245	246	159	88	142	104	39	16935	0.15835264	0.294772771	0.153289336	-	-	0.075696345	0.092164414	0.07393437
2	1	1	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	151Eu_pPKCa	484	254	241	247	159	90	137	104	33	16935	0.15552784	0.345533377	0.154735033	-	-	0.098016131	0.08709257	0.074668883
79	1	78	10	0	10	1	0	1	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	152Sm_pAKT T308	420	254	168	280	159	122	194	104	91	16935	0.225034629	0.421142825	0.2164114	0.22009783	0.224034577	0.137665564	0.114656817	0.108689279
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	153Eu_pCREB	485	254	252	227	159	74	128	104	24	16935	0.204568739	0.210864601	0.206710065	-	-	0.130644548	0.099043492	0.107144069
12	1	11	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	154Sm_pSMAD1_5_9	507	254	266	235	159	79	134	104	32	16935	0.101921186	0.164677802	0.095842426	-	-	0.087826441	0.069845845	0.067016136
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	155Gd_pAKT S473	527	254	288	243	159	86	124	104	20	16935	0.15192462	0.163475959	0.153265121	-	-	0.097037021	0.089493638	0.084758873
235	1	234	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	156Gd_pNF-kB	491	254	256	266	159	118	161	104	62	16935	0.132286489	0.392927979	0.11777809	-	-	0.057376214	0.049023779	0.043702317
2	1	1	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	157Gd_pMKK3_6	524	254	288	257	159	102	137	104	36	16935	0.25042348	0.280852559	0.263584531	-	-	0.143417218	0.119465823	0.118850978
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	158Gd_pP38	517	254	281	246	159	91	130	104	27	16935	0.233145128	0.161919272	0.242082377	-	-	0.138348932	0.119572825	0.11074586
4	1	3	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	159Tb_pMAPKAPK2	453	254	238	268	159	124	171	104	73	16935	0.347219249	0.333905984	0.346296149	-	-	0.166787985	0.145984037	0.140187526
2	1	1	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	160Gd_pAMPKa	401	254	156	221	159	63	128	104	25	16935	0.265098317	0.403438991	0.270361516	-	-	0.1624529	0.130605246	0.116634343
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	161Dy_pBAD	539	254	318	270	159	121	157	104	56	16935	0.364265608	0.258341344	0.370509697	-	-	0.213614584	0.179322238	0.189909879
5	1	4	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	163Dy_pP90RSK	444	254	198	257	159	100	166	104	63	16935	0.219114971	0.370825393	0.217854076	-	-	0.158327346	0.132713143	0.11357704
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	164Dy_pP120-Catenin	491	254	244	229	159	72	119	104	15	16935	0.225313194	0.286573549	0.225128005	-	-	0.12506944	0.115458032	0.101236866
2	1	1	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	165Ho_Beta-Catenin_Active	535	254	301	260	159	104	138	104	35	16935	0.251929518	0.303720081	0.250701212	-	-	0.174731043	0.144968791	0.144653184
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	166Er_pGSK3b	514	254	275	255	159	101	143	104	40	16935	0.187021336	0.244991239	0.187999819	-	-	0.111272963	0.091230856	0.089941407
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	167Er_pERK1_2	587	254	345	328	159	171	185	104	82	16935	0.166586089	0.351392179	0.164202248	-	-	0.091014963	0.074220472	0.068558145
1	1	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	168Er_pSMAD2_3	504	254	258	263	159	106	153	104	49	16935	0.110888339	0.340809889	0.097419627	-	-	0.079054992	0.072601728	0.057412282
3	1	2	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-03	epithelial-cell-type_cond-tobis-03.fcs	epithelial-cell-type_cond-tobis-03.fcs	172Yb_pS6	169Tm_pSTAT3	394	254	142	229	159	71	150	104	46	16935	0.130842238	0.422562114	0.118314737	-	-	0.075825446	0.077507422	0.071886718
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	141Pr_pPDK1	586	22	567	142	20	122	45	19	26	28590	0.119135506	0.012364201	0.089508067	0.134227378	0.164407305	0.158136788	0.079340024	0.090481244
501	482	20	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	142Nd_cCaspase 3	651	22	629	447	20	427	310	19	291	28590	0.133926928	0.041784839	0.060319905	0.077921541	0.081618991	0.248142221	0.240194673	0.232257244
523	482	45	90	88	2	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	143Nd_C-MYC	558	22	537	232	20	212	105	19	86	28590	0.077226851	0.020965355	0.05244919	0.05922261	0.072993459	0.073328457	0.06651578	0.076289676
493	482	12	91	88	3	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	144Nd_pMEK1_2	307	22	287	131	20	112	76	19	57	28590	0.142399646	0.122661124	0.071371622	0.094557537	0.121719051	0.087066774	0.072733628	0.087816147
490	482	16	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	146Nd_pMKK4_SEK1	491	22	481	179	20	171	81	19	71	28590	0.178405107	0.034568267	0.066623676	0.090597185	0.11689319	0.091509422	0.06772292	0.094044167
484	482	2	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	147Sm_pBTK1	560	22	538	210	20	190	89	19	70	28590	0.127842017	0.026665383	0.085865355	0.114227816	0.147056922	0.103032197	0.061195568	0.07134756
483	482	1	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	148Nd_pSRC	682	22	664	295	20	276	132	19	114	28590	0.086843853	0.007771135	0.06711777	0.107431047	0.137318533	0.108042202	0.068847114	0.081655705
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	149Sm_p4E-BP1	676	22	654	241	20	221	113	19	94	28590	0.120437718	0.015129599	0.068936251	0.103456833	0.142899266	0.12229682	0.056772167	0.066267417
523	482	44	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	150Nd_pRB	648	22	633	328	20	312	165	19	147	28590	0.114434912	0.017857174	0.054991515	0.075351961	0.129480836	0.144442176	0.067926665	0.088545236
496	482	16	89	88	1	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	151Eu_pPKCa	497	22	488	176	20	166	79	19	63	28590	0.175386532	0.116668911	0.064367958	0.085633958	0.136408573	0.08327464	0.061422669	0.082971127
495	482	32	88	88	7	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	152Sm_pAKT T308	521	22	518	165	20	163	60	19	58	28590	0.306149617	0.080129267	0.057151767	0.064758122	0.101800611	0.08610198	0.06098135	0.083804764
490	482	8	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	153Eu_pCREB	562	22	542	242	20	223	124	19	106	28590	0.111095569	0.013356204	0.063601621	0.090952758	0.120273345	0.11569295	0.069724295	0.080820163
494	482	13	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	154Sm_pSMAD1_5_9	485	22	464	155	20	136	63	19	44	28590	0.069077296	0.016823505	0.048250611	0.059785725	0.076299467	0.061928747	0.057959056	0.070212259
492	482	10	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	155Gd_pAKT S473	588	22	568	237	20	218	75	19	57	28590	0.068345754	0.005701912	0.053272104	0.089094639	0.117624564	0.085448052	0.057017235	0.065202359
486	482	4	89	88	1	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	156Gd_pNF-kB	385	22	364	182	20	163	102	19	83	28590	0.146060391	0.154171811	0.065670441	0.079160865	0.096410703	0.128295913	0.096993548	0.115873467
484	482	3	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	157Gd_pMKK3_6	470	22	450	146	20	128	58	19	39	28590	0.135344567	0.036661142	0.083799357	0.115776399	0.143662776	0.086253074	0.051903426	0.064524743
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	158Gd_pP38	687	22	669	309	20	291	132	19	114	28590	0.097720025	0.011001538	0.080714296	0.117149611	0.147172946	0.137074428	0.084266761	0.087518174
498	482	25	88	88	2	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	159Tb_pMAPKAPK2	541	22	532	279	20	271	151	19	142	28590	0.228397006	0.083506753	0.073940614	0.099747985	0.135505083	0.149328784	0.111192919	0.112450048
485	482	3	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	160Gd_pAMPKa	396	22	377	123	20	104	52	19	33	28590	0.180552537	0.143127269	0.080757219	0.121884787	0.18474649	0.153478908	0.08856409	0.095182809
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	161Dy_pBAD	607	22	585	217	20	197	75	19	56	28590	0.110877038	0.003057964	0.084081545	0.12303809	0.155735879	0.160171787	0.091559193	0.09087693
492	482	10	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	163Dy_pP90RSK	419	22	398	196	20	176	91	19	72	28590	0.119750584	0.063995297	0.07923629	0.116522014	0.141729988	0.131400241	0.086050129	0.099980311
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	164Dy_pP120-Catenin	514	22	498	148	20	132	43	19	27	28590	0.147037699	0.006153428	0.087560002	0.130455515	0.167641527	0.191331874	0.099200994	0.114329098
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	165Ho_Beta-Catenin_Active	465	22	444	143	20	123	57	19	38	28590	0.141096862	0.008487601	0.086423167	0.124219935	0.141256947	0.094454516	0.058569834	0.070486545
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	166Er_pGSK3b	528	22	506	188	20	168	70	19	51	28590	0.134343146	0.026870763	0.059570372	0.088131937	0.117839058	0.087875835	0.056184754	0.064791967
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	167Er_pERK1_2	704	22	683	384	20	365	228	19	210	28590	0.099931952	0.040013732	0.076286727	0.103781233	0.120456213	0.13534116	0.111396309	0.119191817
482	482	0	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	168Er_pSMAD2_3	464	22	442	251	20	231	139	19	120	28590	0.156126595	0.027717303	0.038941985	0.041883649	0.04563636	0.092577705	0.11046006	0.116340327
492	482	11	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	169Tm_pSTAT3	449	22	430	235	20	216	135	19	117	28590	0.115235259	0.070850017	0.058356776	0.08229053	0.101679791	0.124811511	0.107055619	0.114548088
487	482	5	88	88	0	30	30	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	89Y_pHH3	172Yb_pS6	447	22	425	298	20	278	214	19	195	28590	0.112773869	0.038353183	0.041174436	0.051018826	0.072611073	0.163241303	0.168403027	0.166078703
482	0	482	88	0	88	30	0	30	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	89Y_pHH3	586	567	22	142	122	20	45	26	19	28590	0.117282727	0.05829419	0.081476191	0.103304532	0.112851217	0.050650831	0.032999232	0.044450213
20	0	20	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	142Nd_cCaspase 3	1196	567	629	549	122	427	317	26	291	28590	0.45502756	0.412556332	0.459008021	-	-	0.399008758	0.506211284	0.544236844
45	0	45	2	0	2	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	143Nd_C-MYC	1000	567	537	309	122	212	107	26	86	28590	0.377959486	0.334257116	0.359344709	0.383848318	-	0.158567244	0.186634152	0.220013802
12	0	12	3	0	3	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	144Nd_pMEK1_2	761	567	287	220	122	112	79	26	57	28590	0.684778134	0.455707974	0.680622327	0.683161568	-	0.382221516	0.470600443	0.531589981
16	0	16	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	146Nd_pMKK4_SEK1	929	567	481	273	122	171	92	26	71	28590	0.647188974	0.448277016	0.636818416	-	-	0.310176869	0.340135316	0.376386124
2	0	2	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	147Sm_pBTK1	888	567	538	257	122	190	81	26	70	28590	0.806269462	0.714482726	0.800227436	-	-	0.536942138	0.65439144	0.723959458
1	0	1	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	148Nd_pSRC	1097	567	664	377	122	276	137	26	114	28590	0.639880078	0.361625917	0.639131063	-	-	0.378532112	0.389636602	0.402774434
0	0	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	149Sm_p4E-BP1	985	567	654	290	122	221	110	26	94	28590	1.014058729	0.596602021	-	-	-	0.657117814	0.679292196	0.683609603
44	0	44	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	150Nd_pRB	1105	567	633	412	122	312	168	26	147	28590	0.649057352	0.368322026	0.642007618	-	-	0.325941373	0.29789661	0.283022392
16	0	16	1	0	1	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	151Eu_pPKCa	905	567	488	259	122	166	88	26	63	28590	0.706676015	0.419600708	0.698577324	0.705132684	-	0.355733062	0.403471734	0.430919473
32	0	32	7	0	7	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	152Sm_pAKT T308	1001	567	518	276	122	163	84	26	58	28590	0.541158181	0.329416404	0.537566687	0.548699964	-	0.23853699	0.235164875	0.237057023
8	0	8	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	153Eu_pCREB	1039	567	542	334	122	223	130	26	106	28590	0.78151417	0.38042165	0.778973439	-	-	0.397809324	0.374081612	0.362469458
13	0	13	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	154Sm_pSMAD1_5_9	957	567	464	245	122	136	69	26	44	28590	0.258041508	0.232830279	0.254459514	-	-	0.118786808	0.142761776	0.173309846
10	0	10	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	155Gd_pAKT S473	960	567	568	311	122	218	81	26	57	28590	0.544519487	0.371699513	0.545587123	-	-	0.274079997	0.334035046	0.383803788
4	0	4	1	0	1	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	156Gd_pNF-kB	842	567	364	267	122	163	104	26	83	28590	0.543258124	0.348473103	0.541590647	0.541524019	-	0.623421937	0.722410852	0.810339709
3	0	3	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	157Gd_pMKK3_6	808	567	450	208	122	128	55	26	39	28590	0.782954301	0.657264128	0.776438971	-	-	0.496763996	0.63651415	0.713461177
0	0	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	158Gd_pP38	983	567	669	363	122	291	134	26	114	28590	1.023175259	0.570459062	-	-	-	0.551358121	0.644973243	0.664366947
25	0	25	2	0	2	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	159Tb_pMAPKAPK2	1011	567	532	383	122	271	166	26	142	28590	0.657561056	0.339702175	0.651121255	0.65835053	-	0.314356145	0.340450955	0.369784153
3	0	3	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	160Gd_pAMPKa	789	567	377	207	122	104	56	26	33	28590	1.117669895	0.491498822	1.112815293	-	-	0.733130246	0.785037375	0.824381569
0	0	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	161Dy_pBAD	1000	567	585	300	122	197	81	26	56	28590	0.971931523	0.417913872	-	-	-	0.489766905	0.502891467	0.510258886
10	0	10	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	163Dy_pP90RSK	825	567	398	268	122	176	92	26	72	28590	0.656627829	0.544572542	0.660325782	-	-	0.43613602	0.533917708	0.58521111
0	0	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	164Dy_pP120-Catenin	877	567	498	239	122	132	53	26	27	28590	1.085107212	0.547228245	-	-	-	0.671792566	0.696079569	0.679780093
0	0	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	165Ho_Beta-Catenin_Active	877	567	444	224	122	123	60	26	38	28590	0.559128738	0.411288181	-	-	-	0.314958584	0.400258345	0.451704681
0	0	0	0	0	0	0	0	0	epithelial-cell-type	cond-tobis-01	epithelial-cell-type_cond-tobis-01.fcs	epithelial-cell-type_cond-tobis-01.fcs	141Pr_pPDK1	166Er_pGSK3b	952	567	506	264	122	168	72	26	51	28590	0.364897163	0.412341538	-	-	-	0.245339482	0.274138878	0.335208862
