EMD_no_norm_arc	file_origin	denominator	marker	median_diff_no_norm_arc_compare_from_vs_to	median_no_norm_arc_compare_from	median_no_norm_arc_compare_to
0.839121499	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	149Sm_p4E-BP1	0.846004844	2.536581993	1.690577149
0.73615691	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	151Eu_pPKCa	0.679758072	2.100490332	1.42073226
0.461507079	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	152Sm_pAKT T308	0.531018019	1.684129953	1.153111935
0.609432855	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	153Eu_pCREB	0.705138564	2.093596458	1.388457894
0.037480254	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	154Sm_pSMAD1_5_9	0.009063184	0.969904959	0.960841775
0.218830095	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	155Gd_pAKT S473	0.275926352	1.19331944	0.917393088
0.547621431	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	156Gd_pNF-kB p65	0.468315363	2.803378105	2.335062742
-0.123865622	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	157Gd_pMKK3_MKK6	-0.071391821	2.002763271	2.074155092
0.910801632	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	158Gd_pP38 MAPK	0.606893301	3.672432899	3.065539598
0.421342769	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	159Tb_pMAPKAPK2	0.366874576	2.322778225	1.955903649
0.756351182	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	160Gd_pAMPKa	0.798277617	2.957356215	2.159078598
0.403910381	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	161Dy_pBAD	0.444207668	2.320057392	1.875849724
0.322654209	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	163Dy_pP90RSK	0.28951633	2.215685368	1.926169038
1.291088582	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	164Dy_pP120-Catenin	0.627430439	3.933918715	3.306488276
-0.070651043	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	165Ho_Beta-Catenin_Active	-0.059509754	2.798332453	2.857842207
0.297943815	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	166Er_pGSK3b	0.124992609	3.382948399	3.25795579
0.378393017	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	167Er_pERK1_2	0.295647383	3.257068157	2.961420774
-0.277359806	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	168Er_pSMAD2_3	-0.252671957	3.058060169	3.310732126
0.016839763	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	169Tm_GFP	0	0	0
0.153937099	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	170Er_pMEK1_2	0.136202574	2.247145653	2.110943079
0.487134036	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	172Yb_pS6	0.704907894	2.312019825	1.607111931
0.182429452	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	176Yb_Cyclin B1	0.145491123	3.012413502	2.866922379
1.802865716	"CHGA+, pRB+, CD44+ - CONCAT _revision"	Ungated	209Bi_DiMeHH3	0.72494173	6.537984848	5.813043118
0.106137385	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	89Y_pHH3	0	0	0
-0.913492146	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
0.410348236	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	142Nd_cCaspase 3	0.511449099	2.788277388	2.276828289
-0.167087837	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	144Nd_Lysozyme	-0.149154723	0.265407383	0.414562106
0.046049385	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	145Nd_FABP1	0.019284725	2.404984713	2.385699987
-1.757209658	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	150Nd_pRB	-2.767186165	0.108518071	2.875704288
-0.5687748	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	162Dy_LRIG1	-0.621991634	0.266888529	0.888880193
-0.881141906	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	171Yb_CLCA1	-0.732188582	0	0.732188582
0.545648269	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	173Yb_DCAMKL1	0	0	0
0.896625256	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	174Yb_CHGA	1.617858887	1.651263356	0.033404417
0.954305945	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	175Lu_CD44	0	0	0
-0.584225697	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	113In_EpCAM	-0.614386082	1.814217806	2.428603888
-0.746845235	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	115In_Pan-CK	-0.934901953	1.928281546	2.863183498
-0.20535865	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	130Te_TePhe	-0.245116293	0.957109511	1.202225804
-0.861687046	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	141Pr_pPDPK1	-0.988269925	1.141616464	2.129886389
-0.319550248	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	143Nd_C-MYC	-0.349701941	0.626459837	0.976161778
-0.11159044	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	146Nd_pMKK4_SEK1	-0.163561821	1.138270378	1.301832199
-0.203182935	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	147Sm_pBTK	-0.160552263	2.431819916	2.592372179
-0.474130908	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	148Nd_pSRC	-0.539113641	1.324792266	1.863905907
-1.138282623	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	149Sm_p4E-BP1	-1.374337673	0.316239506	1.690577149
-0.949756407	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	151Eu_pPKCa	-1.254249811	0.166482478	1.42073226
-0.654437335	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	152Sm_pAKT T308	-0.785986781	0.367125124	1.153111935
-0.824599701	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	153Eu_pCREB	-1.021235943	0.367222011	1.388457894
-0.122304816	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	154Sm_pSMAD1_5_9	-0.132957399	0.827884376	0.960841775
-0.352520599	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	155Gd_pAKT S473	-0.432992399	0.48440069	0.917393088
-0.687366328	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	156Gd_pNF-kB p65	-0.726139307	1.608923435	2.335062742
-0.055881809	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	157Gd_pMKK3_MKK6	-0.039537668	2.034617424	2.074155092
-1.12062353	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	158Gd_pP38 MAPK	-1.40303421	1.662505388	3.065539598
-0.701684477	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	159Tb_pMAPKAPK2	-0.804773688	1.151129961	1.955903649
-0.985427997	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	160Gd_pAMPKa	-1.079351068	1.07972753	2.159078598
-0.547644351	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	161Dy_pBAD	-0.478651881	1.397197843	1.875849724
-0.516502558	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	163Dy_pP90RSK	-0.540127277	1.38604176	1.926169038
-1.695637724	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	164Dy_pP120-Catenin	-2.47836256	0.828125775	3.306488276
-0.097335253	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	165Ho_Beta-Catenin_Active	-0.073328018	2.784514189	2.857842207
-0.483318371	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	166Er_pGSK3b	-0.473126411	2.784829378	3.25795579
-0.644232555	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	167Er_pERK1_2	-0.610503435	2.350917339	2.961420774
0.216369388	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	168Er_pSMAD2_3	0.264868975	3.575601101	3.310732126
0.068163193	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	169Tm_GFP	0	0	0
-0.273538826	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	170Er_pMEK1_2	-0.315023541	1.795919538	2.110943079
-0.582478925	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	172Yb_pS6	-1.531391144	0.075720832	1.607111931
-0.305498833	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	176Yb_Cyclin B1	-0.282829046	2.584093332	2.866922379
-2.204920945	"CHGA+, pRB-, CD44- (Enteroendocrine Gate 5)_revision"	Ungated	209Bi_DiMeHH3	-2.878264189	2.934778929	5.813043118
0.114020896	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	89Y_pHH3	0	0	0
-0.918919982	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
0.515324574	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	142Nd_cCaspase 3	0.617111921	2.89394021	2.276828289
-0.134780204	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	144Nd_Lysozyme	-0.077941	0.336621106	0.414562106
0.450708217	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	145Nd_FABP1	0.661923885	3.047623873	2.385699987
-1.769082152	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	150Nd_pRB	-2.754299402	0.121404834	2.875704288
-0.573218376	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	162Dy_LRIG1	-0.609618306	0.279261887	0.888880193
-0.928699758	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	171Yb_CLCA1	-0.732188582	0	0.732188582
1.048669828	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	173Yb_DCAMKL1	1.762902737	1.762902737	0
-0.794074087	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	174Yb_CHGA	-0.033404417	0	0.033404417
0.957971194	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	175Lu_CD44	0	0	0
-0.601264265	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	113In_EpCAM	-0.627747297	1.80085659	2.428603888
-0.690516675	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	115In_Pan-CK	-0.844322681	2.018860817	2.863183498
-0.133266805	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	130Te_TePhe	-0.156223416	1.046002388	1.202225804
-0.890578455	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	141Pr_pPDPK1	-1.00883007	1.121056318	2.129886389
-0.280630803	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	143Nd_C-MYC	-0.293259621	0.682902157	0.976161778
0.120426785	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	146Nd_pMKK4_SEK1	0.127519369	1.429351568	1.301832199
-0.083847086	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	147Sm_pBTK	-0.04507947	2.547292709	2.592372179
-0.430360707	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	148Nd_pSRC	-0.481142044	1.382763863	1.863905907
-1.168320734	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	149Sm_p4E-BP1	-1.376893878	0.313683301	1.690577149
-0.957336114	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	151Eu_pPKCa	-1.241459727	0.179272503	1.42073226
-0.631185289	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	152Sm_pAKT T308	-0.739576876	0.413535058	1.153111935
-0.854461418	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	153Eu_pCREB	-1.023665428	0.364792407	1.388457894
-0.091583224	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	154Sm_pSMAD1_5_9	-0.086342216	0.874499559	0.960841775
-0.329837213	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	155Gd_pAKT S473	-0.40434885	0.513044238	0.917393088
-0.622122383	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	156Gd_pNF-kB p65	-0.651094556	1.683968186	2.335062742
0.082775263	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	157Gd_pMKK3_MKK6	0.097417116	2.171572208	2.074155092
-1.16322972	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	158Gd_pP38 MAPK	-1.428903222	1.636636376	3.065539598
-0.676019514	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	159Tb_pMAPKAPK2	-0.763034701	1.192868948	1.955903649
-1.031410392	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	160Gd_pAMPKa	-1.108603716	1.050474882	2.159078598
-0.497104977	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	161Dy_pBAD	-0.389935732	1.485913992	1.875849724
-0.456390255	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	163Dy_pP90RSK	-0.480865121	1.445303917	1.926169038
-1.712427009	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	164Dy_pP120-Catenin	-2.4532547	0.853233576	3.306488276
0.075116834	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	165Ho_Beta-Catenin_Active	0.002968073	2.86081028	2.857842207
0.188064077	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	166Er_pGSK3b	0.010001898	3.267957687	3.25795579
-0.550363135	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	167Er_pERK1_2	-0.511788607	2.449632168	2.961420774
0.340928686	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	168Er_pSMAD2_3	0.35443449	3.665166616	3.310732126
0.067910353	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	169Tm_GFP	0	0	0
-0.225610778	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	170Er_pMEK1_2	-0.233252645	1.877690434	2.110943079
-0.590485434	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	172Yb_pS6	-1.514162779	0.092949167	1.607111931
-0.237135703	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	176Yb_Cyclin B1	-0.218266964	2.648655415	2.866922379
-2.125091061	"DCAMKL1+, pRB-, CD44-  (Tuft Gate 4)_revision"	Ungated	209Bi_DiMeHH3	-2.790047169	3.022995949	5.813043118
0.070355933	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	89Y_pHH3	0.019286565	0.019286565	0
-0.860778378	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
-0.36717458	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	142Nd_cCaspase 3	-0.364263296	1.912564993	2.276828289
0.103944377	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	144Nd_Lysozyme	0.048251659	0.462813765	0.414562106
0.365721608	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	145Nd_FABP1	0.199746847	2.585446835	2.385699987
1.37756582	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	150Nd_pRB	0.608784914	3.484489202	2.875704288
0.266365341	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	162Dy_LRIG1	0.343977749	1.232857943	0.888880193
0.91339568	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	171Yb_CLCA1	1.199033499	1.931222081	0.732188582
0.202806791	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	173Yb_DCAMKL1	0	0	0
-0.724041389	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	174Yb_CHGA	-0.033404417	0	0.033404417
1.092010328	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	175Lu_CD44	2.026629925	2.026629925	0
0.371384032	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	113In_EpCAM	0.423399687	2.852003574	2.428603888
0.778050648	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	115In_Pan-CK	0.815676928	3.678860426	2.863183498
0.084677927	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	130Te_TePhe	0.096908927	1.299134731	1.202225804
0.634317398	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	141Pr_pPDPK1	0.570888519	2.700774908	2.129886389
0.208908009	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	143Nd_C-MYC	0.260926068	1.237087846	0.976161778
0.130728782	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	146Nd_pMKK4_SEK1	0.010298491	1.31213069	1.301832199
0.142609026	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	147Sm_pBTK	0.040982485	2.633354664	2.592372179
0.277580006	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	148Nd_pSRC	0.224485874	2.088391781	1.863905907
0.886006156	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	149Sm_p4E-BP1	0.889878392	2.580455542	1.690577149
0.711959491	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	151Eu_pPKCa	0.658035755	2.078768015	1.42073226
0.490536057	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	152Sm_pAKT T308	0.561102986	1.714214921	1.153111935
0.576625234	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	153Eu_pCREB	0.665639758	2.054097652	1.388457894
0.067375537	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	154Sm_pSMAD1_5_9	0.069373846	1.030215621	0.960841775
0.275483617	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	155Gd_pAKT S473	0.342993855	1.260386944	0.917393088
0.520101857	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	156Gd_pNF-kB p65	0.433532	2.768594742	2.335062742
-0.135246625	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	157Gd_pMKK3_MKK6	-0.039201498	2.034953594	2.074155092
0.814591472	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	158Gd_pP38 MAPK	0.5135777	3.579117298	3.065539598
0.328268818	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	159Tb_pMAPKAPK2	0.251469731	2.207373381	1.955903649
0.782355022	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	160Gd_pAMPKa	0.829612255	2.988690853	2.159078598
0.571520777	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	161Dy_pBAD	0.662710905	2.538560629	1.875849724
0.312564383	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	163Dy_pP90RSK	0.283874154	2.210043192	1.926169038
1.258256079	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	164Dy_pP120-Catenin	0.597770452	3.904258728	3.306488276
0.119024962	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	165Ho_Beta-Catenin_Active	0.04276228	2.900604486	2.857842207
0.404445283	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	166Er_pGSK3b	0.223633528	3.481589317	3.25795579
0.423194876	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	167Er_pERK1_2	0.341550589	3.302971363	2.961420774
-0.218093385	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	168Er_pSMAD2_3	-0.128091574	3.182640553	3.310732126
0.028350758	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	169Tm_GFP	0	0	0
0.256655558	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	170Er_pMEK1_2	0.258651018	2.369594097	2.110943079
0.588623763	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	172Yb_pS6	0.826478004	2.433589935	1.607111931
0.276370075	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	176Yb_Cyclin B1	0.222536087	3.089458466	2.866922379
1.738138418	"CLCA1+, pRB+, CD44+ (Goblet Gate 1)_revision"	Ungated	209Bi_DiMeHH3	0.672261238	6.485304356	5.813043118
0.182749852	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	89Y_pHH3	0.197140306	0.197140306	0
-0.859620196	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	127I_IdU	-0.014858956	0	0.014858956
0.495670185	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	142Nd_cCaspase 3	0.337930441	2.61475873	2.276828289
0.431257675	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	144Nd_Lysozyme	0.564773142	0.979335248	0.414562106
1.930686612	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	145Nd_FABP1	1.927549601	4.313249588	2.385699987
1.405855714	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	150Nd_pRB	0.638892651	3.514596939	2.875704288
0.533407656	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	162Dy_LRIG1	0.674964249	1.563844442	0.888880193
0.4096869	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	171Yb_CLCA1	0.809182525	1.541371107	0.732188582
0.337052121	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	173Yb_DCAMKL1	0.982644022	0.982644022	0
0.558132355	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	174Yb_CHGA	1.401597381	1.43500185	0.033404417
1.054544918	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	175Lu_CD44	1.983375788	1.983375788	0
1.086372941	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	113In_EpCAM	1.1603899	3.588993788	2.428603888
1.256645996	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	115In_Pan-CK	1.272466183	4.135649681	2.863183498
0.555327796	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	130Te_TePhe	0.602358222	1.804584026	1.202225804
1.172572253	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	141Pr_pPDPK1	1.106935263	3.236821651	2.129886389
0.839049914	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	143Nd_C-MYC	0.938034832	1.91419661	0.976161778
0.652683751	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	146Nd_pMKK4_SEK1	0.733374119	2.035206318	1.301832199
0.474449563	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	147Sm_pBTK	0.366887569	2.959259748	2.592372179
0.560726926	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	148Nd_pSRC	0.49294591	2.356851816	1.863905907
1.197103251	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	149Sm_p4E-BP1	1.172092795	2.862669945	1.690577149
0.915909932	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	151Eu_pPKCa	0.854546309	2.275278568	1.42073226
0.971635881	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	152Sm_pAKT T308	1.04797864	2.201090574	1.153111935
1.056519358	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	153Eu_pCREB	1.130729795	2.519187689	1.388457894
0.453288537	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	154Sm_pSMAD1_5_9	0.529040694	1.489882469	0.960841775
0.70080483	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	155Gd_pAKT S473	0.807447195	1.724840283	0.917393088
0.673205307	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	156Gd_pNF-kB p65	0.572140932	2.907203674	2.335062742
0.432212959	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	157Gd_pMKK3_MKK6	0.388256311	2.462411404	2.074155092
0.86428662	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	158Gd_pP38 MAPK	0.558937788	3.624477386	3.065539598
0.685256803	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	159Tb_pMAPKAPK2	0.61473763	2.570641279	1.955903649
1.215252832	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	160Gd_pAMPKa	1.219297886	3.378376484	2.159078598
1.699305497	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	161Dy_pBAD	1.901205778	3.777055502	1.875849724
0.848018312	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	163Dy_pP90RSK	0.822735667	2.748904705	1.926169038
1.516605402	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	164Dy_pP120-Catenin	0.852988005	4.15947628	3.306488276
0.755323928	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	165Ho_Beta-Catenin_Active	0.730528116	3.588370323	2.857842207
0.903869082	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	166Er_pGSK3b	0.671339989	3.929295778	3.25795579
1.082086576	"FABP1+, pRB+, CD44+ (Enterocyte Gate 1)_revision"	Ungated	167Er_pERK1_2	0.905964375	3.867385149	2.961420774
